Number	ShortName	FullName
6793	MICAMEL	Micarea melaena
6794	MICAMEA	Micarea melaeniza
6795	MICAMIS	Micarea misella
6796	MICANIT	Micarea nitschkeana
6797	MICAPEL	Micarea peliocarpa
6798	MICAPRA	Micarea prasina
6799	MICARHA	Micarea rhabdogena
6800	MICASYL	Micarea sylvicola
6801	MICATER	Micarea ternaria
6802	MICATUB	Micarea tuberculata
6803	MICATUR	Micarea turfosa
6804	MICA-SP	Micarea species
6805	MICRAHL	Microcalicium ahlneri
6806	MICRARE	Microcalicium arenarium
6807	MICRDIS	Microcalicium disseminatum
6808	MICR-SP	Microcalicium species
6809	MICOTEN	Micromitrium tenerum
6810	MICO-SP	Micromitrium species
6811	MICHLIT	Microrrhinum litorale
6812	MICHMIN	Microrrhinum minus
6814	MICH-SP	Microrrhinum species
6815	MIELELO	Mielichhoferia elongata
6816	MIELMIE	Mielichhoferia mielichhoferiana
6817	MIEL-SP	Mielichhoferia species
6818	MILIEFF	Milium effusum
6819	MILI-SP	Milium species
6820	MILOGRA	Milospium graphideorum
6821	MILO-SP	Milospium species
6823	MIMUGUT	Mimulus guttatus
6824	MIMUMOS	Mimulus moschatus
6825	MIMU-SP	Mimulus species
6830	MINUGER	Minuartia corcontica
6831	MINUGLA	Minuartia glaucina
6841	MINURUB	Minuartia rubra
6844	MINUSET	Minuartia setacea
6846	MINUS-S	Minuartia setacea
6847	MINUSME	Minuartia smejkalii
6848	MINU#VE	Minuartia verna agg.
6849	MINUVIS	Minuartia viscosa
6850	MINUCAE	Minuartia caespitosa
6851	MINU-SP	Minuartia species
6852	MIRAJAL	Mirabilis jalapa
6853	MIRA-SP	Mirabilis species
6854	MIRIATR	Miriquidica atrofulva
6855	MIRICOM	Miriquidica complanata
6856	MIRIDEU	Miriquidica deusta
6857	MIRIGAR	Miriquidica garovaglii
6858	MIRIGRI	Miriquidica griseoatra
6859	MIRIINS	Miriquidica instrata
6860	MIRIINT	Miriquidica intrudens
6861	MIRILEU	Miriquidica leucophaea
6862	MIRILIL	Miriquidica lilienstroemii
6863	MIRILIM	Miriquidica limitata
6864	MIRILUL	Miriquidica lulensis
6865	MIRINIG	Miriquidica nigroleprosa
6866	MIRI-SP	Miriquidica species
6867	MISCSAC	Miscanthus sacchariflorus
6868	MISCSIN	Miscanthus sinensis
6869	MISC-SP	Miscanthus species
6870	MISOORO	Misopates orontium
6871	MISO-SP	Misopates species
6872	MNIUAMB	Mnium ambiguum
6873	MNIUBLY	Mnium blyttii
6874	MNIUHET	Mnium heterophyllum
6875	MNIUHOR	Mnium hornum
6876	MNIUMAR	Mnium marginatum
6877	MNIUSPI	Mnium spinosum
6878	MNIUSPN	Mnium spinulosum
6879	MNIUSTE	Mnium stellare
6880	MNIUTHO	Mnium thomsonii
6881	MNIU-SP	Mnium species
6886	MOEHMUS	Moehringia muscosa
6887	MOEHTRI	Moehringia trinervia
6888	MOEH-SP	Moehringia species
6889	MOELNEB	Moelleropsis nebulosa
6890	MOEL-SP	Moelleropsis species
6891	MOENERE	Moenchia erecta
6893	MOEN-SP	Moenchia species
6894	MOERBLY	Moerckia blyttii
6895	MOERHIB	Moerckia hibernica
6896	MOER-SP	Moerckia species
6897	MOLIARU	Molinia arundinacea
6898	MOLICAE	Molinia caerulea
6899	MOLI#CA	Molinia caerulea agg.
6900	MOLI-SP	Molinia species
6903	MONEUNI	Moneses uniflora
6904	MONE-SP	Moneses species
6905	MONONUT	Monolepis nuttalliana
6906	MONO-SP	Monolepis species
6907	MONTHYP	Monotropa hypophegea
6908	MONT#HY	Monotropa hypopitys agg.
6909	MONTHYO	Monotropa hypopitys
6910	MONT-SP	Monotropa species
6911	MONIFON	Montia fontana agg.
6912	MONIF-A	Montia fontana ssp. amporitana
6913	MONIF-C	Montia arvensis
6914	MONIF-F	Montia fontana ssp. fontana
6915	MONIF-V	Montia fontana nssp. variabilis
6916	MONIF-M	Montia fontana
6917	MONI-SP	Montia species
6918	MORUALB	Morus alba
6919	MORUNIG	Morus nigra
6920	MORU-SP	Morus species
6921	MUELLIC	Muellerella lichenicola
6922	MUELPOL	Muellerella polyspora
6923	"MUELP;A"	Muellerella pygmaea var. athallina
6924	"MUELP;P"	Muellerella pygmaea var. pygmaea
6925	"MUELP;V"	Muellerella pygmaea var. ventosicola
6926	MUELPYG	Muellerella pygmaea
6927	MUELVES	Muellerella vesicularia
6928	MUEL-SP	Muellerella species
6929	MULTMUC	Multiclavula mucida
6930	MULTVER	Multiclavula vernalis
6931	MULT-SP	Multiclavula species
6932	MUSCARM	Muscari armeniacum
6934	MUSCBOT	Muscari botryoides
6935	MUSCCOM	Muscari comosum
6936	MUSCNEG	Muscari neglectum
6937	MUSCTEN	Muscari tenuiflorum
6938	MUSC-SP	Muscari species
6939	MYAGPER	Myagrum perfoliatum
6940	MYAG-SP	Myagrum species
6941	MYCEMUR	Mycelis muralis
6942	MYCE-SP	Mycelis species
6943	MYCOACC	Mycobilimbia accedens
6944	MYCOARN	Mycobilimbia arnoldiana
6945	MYCOBER	Mycobilimbia berengeriana
6946	MYCOFIS	Mycobilimbia fissuriseda
6947	MYCOFUS	Mycobilimbia fusca
6948	MYCOHYP	Mycobilimbia hypnorum
6949	MYCOLOB	Mycobilimbia lobulata
6950	MYCOMIC	Mycobilimbia microcarpa
6951	MYCOSAB	Mycobilimbia sabuletorum
6952	"MYCOS;D"	Mycobilimbia sabuletorum var. dolosa
6953	MYCOTET	Mycobilimbia tetramera
6954	MYCO-SP	Mycobilimbia species
6955	MYCBAFF	Mycoblastus affinis
6956	MYCBALP	Mycoblastus alpinus
6957	MYCBFUC	Mycoblastus fucatus
6958	MYCBMEL	Mycoblastus melinodes
6959	MYCBSAN	Mycoblastus sanguinarius
6960	MYCB-SP	Mycoblastus species
6961	MYCCMIN	Mycocalicium minutellum
6962	MYCCSUB	Mycocalicium subtile
6963	MYCC-SP	Mycocalicium species
6964	MYCGMYR	Mycoglaena myricae
6965	MYCG-SP	Mycoglaena species
6966	MYCMMEL	Mycomicrothelia melanospora
6967	MYCMPAC	Mycomicrothelia pachnea
6968	MYCM-SP	Mycomicrothelia species
6969	MYCPSAC	Mycoporellum sacromontanum
6970	MYCP-SP	Mycoporellum species
6971	MYCRELA	Mycoporum elabens
6972	MYCRFUS	Mycoporum fuscocinereum
6973	MYCRHIP	Mycoporum hippocastani
6974	MYCRQUE	Mycoporum quercus
6975	MYCR-SP	Mycoporum species
6976	MYLIANO	Mylia anomala
6977	MYLITAY	Mylia taylorii
6978	MYLI-SP	Mylia species
6980	MYOSARV	Myosotis arvensis
6981	MYOSA-A	Myosotis arvensis ssp. arvensis
6982	MYOSBRE	Myosotis brevisetacea
6987	MYOSDIS	Myosotis discolor
6988	MYOSLAX	Myosotis caespitosa
6989	MYOSL-C	Myosotis caespitosa
6990	MYOSNEM	Myosotis nemorosa
6991	MYOS#PA	Myosotis palustris agg.
6992	MYOSRAM	Myosotis ramosissima
6994	MYOSSCO	Myosotis palustris ssp. palustris
6995	MYOSSPA	Myosotis sparsiflora
6996	MYOSSTE	Myosotis stenophylla
6997	MYOSSTR	Myosotis stricta
6999	MYOSSYL	Myosotis sylvatica
7000	MYOS-SP	Myosotis species
7001	MYOOAQU	Myosoton aquaticum
7002	MYOO-SP	Myosoton species
7003	MYOUMIN	Myosurus minimus
7004	MYOU-SP	Myosurus species
7005	MYRIGER	Myricaria germanica
7006	MYRI-SP	Myricaria species
7007	MYRNPUL	Myrinia pulvinata
7008	MYRN-SP	Myrinia species
7009	MYROALT	Myriophyllum alterniflorum
7011	MYROSPI	Myriophyllum spicatum
7012	MYROVER	Myriophyllum verticillatum
7013	MYRO-SP	Myriophyllum species
7014	MYRRODO	Myrrhis odorata
7015	MYRR-SP	Myrrhis species
7016	MYRHNOD	Chaerophyllum nodosum
7017	MYRH-SP	Chaerophyllum species
7018	MYURJUL	Myurella julacea
7019	MYURSIB	Myurella sibirica
7020	MYURTEN	Myurella tenerrima
7021	MYUR-SP	Myurella species
7022	MYUIHOC	Myurium hochstetteri
7023	MYUI-SP	Myurium species
7024	MYUOMAX	Myuroclada maximowiczii
7025	MYUO-SP	Myuroclada species
7026	NAJAMAR	Najas marina
7028	NAJAM-M	Najas marina
7029	NAJAMIN	Najas minor
7030	NAJA-SP	Najas species
7034	NARCPOE	Narcissus poeticus
7035	NARCPSE	Narcissus pseudonarcissus
7037	NARC*IN	Narcissus x incomparabilis
7038	NARCTAZ	Narcissus tazetta
7039	NARC-SP	Narcissus species
7040	NARDBRE	Nardia breidleri
7041	NARDCOM	Nardia compressa
7042	NARDGEO	Nardia geoscyphus
7043	NARDINS	Nardia insecta
7044	NARDJAP	Nardia japonica
7045	NARDSCA	Nardia scalaris
7046	NARD-SP	Nardia species
7047	NARUSTR	Nardus stricta
7048	NARU-SP	Nardus species
7049	NARTOSS	Narthecium ossifragum
7050	NART-SP	Narthecium species
7051	NASTMIC	Nasturtium microphyllum
7052	NAST#OF	Nasturtium officinale agg.
7053	NASTOFF	Nasturtium officinale
7054	NAST*ST	Nasturtium x sterile
7055	NAST-SP	Nasturtium species
7056	NECKCOM	Neckera complanata
7057	NECKCRI	Neckera crispa
7058	NECKINT	Neckera intermedia
7059	NECKPEN	Neckera pennata
7060	"NECKP;C"	Neckera pennata var. cephalonica
7061	"NECKP;O"	Neckera pennata var. oligocarpa
7062	"NECKP;P"	Neckera pennata var. pennata
7063	NECKPUM	Neckera pumila
7064	NECK-SP	Neckera species
7065	NECTLEC	Nectria lecanoles
7066	NECT-SP	Nectria species
7067	NEMOMEN	Nemophila menziesii
7068	NEMO-SP	Nemophila species
7069	NEOLPEL	Neolamya peltigerae
7070	NEOL-SP	Neolamya species
7071	NEONTRY	Neonorrlinia trypetheliza
7072	NEON-SP	Neonorrlinia species
7073	NEOTNID	Neottia nidus-avis
7074	NEOT-SP	Neottia species
7075	NEPECAT	Nepeta cataria
7076	NEPENUD	Nepeta nuda
7077	NEPEGRA	Nepeta grandiflora
7078	NEPERAC	Nepeta racemosa
7079	NEPE-SP	Nepeta species
7080	NEPHARC	Nephroma arcticum
7081	NEPHBEL	Nephroma bellum
7082	NEPHEXP	Nephroma expallidum
7083	NEPHHEL	Nephroma helveticum
7084	NEPHPAR	Nephroma parile
7085	NEPHRES	Nephroma resupinatum
7086	NEPH-SP	Nephroma species
7089	NESLPAN	Neslia paniculata
7090	NESLP-P	Neslia paniculata ssp. paniculata
7091	NESL-SP	Neslia species
7092	NICAPHY	Nicandra physalodes
7093	NICA-SP	Nicandra species
7094	NICOALA	Nicotiana alata
7095	NICORUS	Nicotiana rustica
7096	NICOTAB	Nicotiana tabacum
7098	NICO-SP	Nicotiana species
7099	NIGEARV	Nigella arvensis
7100	NIGEDAM	Nigella damascena
7101	NIGESAT	Nigella sativa
7102	NIGE-SP	Nigella species
7115	NIGORUG	Nigropuncta rugulosa
7116	NIGO-SP	Nigropuncta species
7117	NITEFLE	Nitella flexilis
7118	NITEFUR	Nitella furcata
7119	NITEGRA	Nitella gracilis
7120	NITEHYA	Nitella hyalina
7121	NITESYN	Nitella syncarpa
7122	NITETEN	Nitella tenuissima
7123	NITETRA	Nitella translucens
7124	NITE-SP	Nitella species
7125	NITLOBT	Nitellopsis obtusa
7126	NITL-SP	Nitellopsis species
7127	NONEERE	Nonea pulla
7128	NONELUT	Nonea lutea
7129	NONEROS	Nonea rosea
7130	NONE-SP	Nonea species
7131	NORMPUL	Normandina pulchella
7132	NORM-SP	Normandina species
7133	NOSTCOM	Nostoc commune
7134	NOST-SP	Nostoc species
7135	NOTHMAR	Notholaena marantae
7136	NOTH-SP	Notholaena species
7137	NOTOORB	Notothylas orbicularis
7138	NOTO-SP	Notothylas species
7139	NOWECUR	Nowellia curvifolia
7140	NOWE-SP	Nowellia species
7141	NUPHLUT	Nuphar lutea
7142	NUPHPUM	Nuphar pumila
7143	NUPH-SP	Nuphar species
7144	NYMPALB	Nymphaea alba
7145	NYMPCAN	Nymphaea candida
7146	"NYMPA;A"	Nymphaea alba
7148	NYMP-SP	Nymphaea species
7149	NYMHPEL	Nymphoides peltata
7150	NYMH-SP	Nymphoides species
7151	OCHRALB	Ochrolechia alboflavescens
7152	OCHRAND	Ochrolechia androgyna
7153	"OCHRA;A"	Ochrolechia androgyna var. androgyna
7154	"OCHRA;S"	Ochrolechia androgyna var. saxorum
7155	OCHRARB	Ochrolechia arborea
7156	OCHRFRI	Ochrolechia frigida
7157	OCHRINA	Ochrolechia inaequatula
7158	OCHRLAC	Ochrolechia lactea
7159	OCHRMIC	Ochrolechia microstictoides
7160	OCHRPAL	Ochrolechia pallescens
7161	OCHRPAR	Ochrolechia parella
7162	OCHRSOR	Ochrolechia sordidogrisea
7163	OCHRSUB	Ochrolechia subviridis
7164	OCHRSZA	Ochrolechia szatalaensis
7165	OCHRTAR	Ochrolechia tartarea
7166	OCHRTUR	Ochrolechia turneri
7167	OCHRUPS	Ochrolechia upsaliensis
7168	OCHR-SP	Ochrolechia species
7169	OCHYTAT	Ochyrea tatrensis
7170	OCHY-SP	Ochyrea species
7171	OCIMBAS	Ocimum basilicum
7172	OCIM-SP	Ocimum species
7173	ODONLUT	Odontites luteus
7174	ODON#RU	Odontites vernus
7175	ODONVER	Odontites vernus ssp. vernus
7176	ODONVUL	Odontites vernus ssp. serotinus
7177	ODON-SP	Odontites species
7178	ODOTDEN	Odontoschisma denudatum
7179	ODOTELO	Odontoschisma elongatum
7180	ODOTMAC	Odontoschisma macounii
7181	ODOTSPH	Odontoschisma sphagni
7182	ODOT-SP	Odontoschisma species
7183	OEDIAUS	Oedipodiella australis
7184	OEDI-SP	Oedipodiella species
7185	OEDPGRI	Oedipodium griffithianum
7186	OEDP-SP	Oedipodium species
7187	OENAAQU	Oenanthe aquatica
7188	OENAFIS	Oenanthe fistulosa
7189	OENASIL	Oenanthe silaifolia
7192	OENA-SP	Oenanthe species
7193	OENOAMM	Oenothera ammophila
7195	OENO#BI	Oenothera biennis agg.
7196	OENOBIE	Oenothera biennis
7197	OENOCAN	Oenothera canovirens
7201	OENOFAL	Oenothera fallax
7202	OENOGLA	Oenothera glazioviana
7205	OENOHOE	Oenothera hoelscheri
7206	OENOISS	Oenothera issleri
7207	OENOOAK	Oenothera oakesiana
7209	OENOPAR	Oenothera parviflora
7210	OENOPYC	Oenothera pycnocarpa
7211	OENOROS	Oenothera rosea
7212	OENORUB	Oenothera rubricaulis
7213	OENOSAL	Oenothera depressa
7215	OENOSUB	Oenothera subterminalis
7218	OENOACU	Oenothera acutifolia
7219	OENOMOR	Oenothera moravica
7221	OENOVIC	Oenothera victorinii
7222	OENO-SP	Oenothera species
7223	OLIGHER	Oligotrichium hercynicum
7224	OLIG-SP	Oligotrichium species
7225	OMPHALP	Omphalina alpina
7226	OMPHERI	Omphalina ericetorum
7227	OMPHHUD	Omphalina hudsoniana
7228	OMPHPSE	Omphalina pseudoandrosacea
7229	OMPHUMB	Omphalina umbellifera
7230	OMPHVEL	Omphalina velutina
7231	OMPH-SP	Omphalina species
7232	OMPASCO	Omphalodes scorpioides
7233	OMPAVER	Omphalodes verna
7234	OMPA-SP	Omphalodes species
7235	ONCOVIR	Oncophorus virens
7236	ONCOWAH	Oncophorus wahlenbergii
7237	ONCO-SP	Oncophorus species
7238	ONOBARE	Onobrychis arenaria
7239	ONOBA-A	Onobrychis arenaria ssp. arenaria
7242	ONOB#VI	Onobrychis viciifolia agg.
7243	ONOBVIC	Onobrychis viciifolia
7244	ONOB-SP	Onobrychis species
7245	ONONARV	Ononis arvensis
7247	ONONREP	Ononis repens
7248	ONONR-P	Ononis repens
7251	ONONSPI	Ononis spinosa
7253	ONONS-S	Ononis spinosa ssp. spinosa
7254	ONON-SP	Ononis species
7255	ONOPACA	Onopordum acanthium
7258	ONOP-SP	Onopordum species
7259	ONOSARE	Onosma arenaria
7260	ONOSA-A	Onosma arenaria
7265	ONOS-SP	Onosma species
7266	OPEGATR	Opegrapha atra
7267	OPEGCAL	Opegrapha calcarea
7268	OPEGDOL	Opegrapha dolomitica
7269	OPEGFAR	Opegrapha farinosa
7270	OPEGGYR	Opegrapha gyrocarpa
7271	OPEGLIT	Opegrapha lithyrga
7272	OPEGMAC	Opegrapha maculans
7273	OPEGMOU	Opegrapha mougeotii
7274	OPEGNIV	Opegrapha niveoatra
7275	OPEGOCH	Opegrapha ochrocheila
7276	OPEGPUL	Opegrapha pulicaris
7277	OPEGPUV	Opegrapha pulvinata
7278	OPEGRUF	Opegrapha rufescens
7279	OPEGRUP	Opegrapha rupestris
7280	OPEGSAX	Opegrapha saxigena
7281	OPEGVAR	Opegrapha varia
7282	OPEGVAI	Opegrapha variaeformis
7283	OPEGVER	Opegrapha vermicellifera
7284	OPEGVIR	Opegrapha viridis
7285	OPEGVUL	Opegrapha vulgata
7286	OPEGZON	Opegrapha zonata
7287	OPEG-SP	Opegrapha species
7290	OPHIVUL	Ophioglossum vulgatum
7291	OPHI-SP	Ophioglossum species
7292	OPHOVEN	Ophioparma ventosa
7293	"OPHOV;C"	Ophioparma ventosa var. cuprigena
7294	OPHO-SP	Ophioparma species
7295	OPHRAPI	Ophrys apifera
7296	OPHRA-A	Ophrys apifera
7297	OPHRHOL	Ophrys holoserica
7298	OPHRINS	Ophrys insectifera
7301	OPHR-SP	Ophrys species
7303	OPUN-SP	Opuntia species
7304	ORCHCOR	Orchis coriophora
7305	ORCHC-C	Orchis coriophora ssp. coriophora
7307	ORCHMAS	Orchis mascula
7308	ORCHM-M	Orchis mascula ssp. mascula
7309	ORCHM-S	Orchis mascula ssp. speciosa
7310	ORCHMIL	Orchis militaris
7311	ORCHMOR	Orchis morio
7312	ORCHPAL	Orchis pallens
7313	ORCHPAU	Orchis palustris
7314	ORCHPUR	Orchis purpurea
7317	ORCHTRI	Orchis tridentata
7318	ORCHT-T	Orchis tridentata
7319	ORCHUST	Orchis ustulata
7323	ORCH-SP	Orchis species
7324	OREAMAR	Oreas martiana
7325	OREA-SP	Oreas species
7328	OREWBRU	Oreoweisia bruntonii
7329	OREWTOR	Oreoweisia torquescens
7330	OREW-SP	Oreoweisia species
7331	ORIGMAJ	Origanum majorana
7332	ORIGVUL	Origanum vulgare
7333	ORIGV-P	Origanum vulgare ssp. megastachyum
7334	ORIGV-V	Origanum vulgare ssp. vulgare
7335	ORIG-SP	Origanum species
7336	ORLAGRA	Orlaya grandiflora
7337	ORLA-SP	Orlaya species
7338	ORNIBOU	Ornithogalum boucheanum
7339	ORNIBRE	Ornithogalum brevistylum
7340	ORNIKOC	Ornithogalum kochii
7341	ORNI#NU	Ornithogalum nutans agg.
7342	ORNINUT	Ornithogalum nutans
7344	ORNIPYR	Ornithogalum pyrenaicum
7346	ORNIP-S	Ornithogalum pyrenaicum ssp. sphaerocarpum
7347	ORNI#UM	Ornithogalum umbellatum agg.
7348	ORNIUMB	Ornithogalum angustifolium
7349	ORNIDIV	Ornithogalum umbellatum
7350	ORNI-SP	Ornithogalum species
7351	ORNTPER	Ornithopus perpusillus
7352	ORNTCOM	Ornithopus compressus
7353	ORNTSAT	Ornithopus sativus
7354	ORNT-SP	Ornithopus species
7355	OROBALB	Orobanche alba
7357	OROBALS	Orobanche alsatica
7358	OROBARE	Phelipanche arenaria
7360	OROBART	Orobanche artemisiae-campestris
7362	OROBCAR	Orobanche caryophyllacea
7363	OROBCOE	Orobanche coerulescens
7364	OROBCRE	Orobanche crenata
7365	OROBELA	Orobanche elatior
7366	OROBFLA	Orobanche flava
7367	OROBGRA	Orobanche gracilis
7368	OROBHED	Orobanche hederae
7369	OROBLAN	Phelipanche caesia
7371	OROBLUC	Orobanche lucorum
7372	OROBLUT	Orobanche lutea
7373	OROBMIN	Orobanche minor
7375	OROBPIC	Orobanche picridis
7376	OROBPUR	Phelipanche purpurea
7378	OROBRAM	Phelipanche ramosa
7379	OROBRET	Orobanche reticulata
7381	OROBTEU	Orobanche teucrii
7384	"OROBP;B"	Phelipanche purpurea ssp. bohemica
7385	OROB-SP	Orobanche species
7386	ORPHMOR	Orphniospora moriopsis
7387	ORPHMOS	Orphniospora mosigii
7388	ORPH-SP	Orphniospora species
7389	ORTHSEC	Orthilia secunda
7390	ORTH-SP	Orthilia species
7391	OTHOAMO	Othocallis amoena
7392	OTHOSIB	Othocallis siberica
7393	OTHO-SP	Othocallis species
7394	ORTDFLA	Orthodicranum flagellare
7395	ORTDMON	Orthodicranum montanum
7396	ORTD-SP	Orthodicranum species
7397	ORTNGRA	Orthodontium gracile
7398	ORTNLIN	Orthodontium lineare
7399	ORTNPEL	Orthodontium pellucens
7400	ORTN-SP	Orthodontium species
7401	ORTTCHR	Orthothecium chryseon
7402	ORTTINT	Orthothecium intricatum
7403	ORTTRUF	Orthothecium rufescens
7404	ORTTSTR	Orthothecium strictum
7405	ORTT-SP	Orthothecium species
7406	ORTRACU	Orthotrichum acuminatum
7407	ORTRAFF	Orthotrichum affine
7408	ORTRALP	Orthotrichum alpestre
7409	ORTRANO	Orthotrichum anomalum
7410	ORTRCAL	Orthotrichum callistomum
7411	ORTRCON	Orthotrichum consimile
7412	ORTRCUP	Orthotrichum cupulatum
7413	"ORTRC;C"	Orthotrichum cupulatum var. cupulatum
7414	"ORTRC;R"	Orthotrichum cupulatum var. riparium
7415	ORTRDIA	Orthotrichum diaphanum
7416	ORTRFLO	Orthotrichum flowersii
7417	ORTRGYM	Orthotrichum gymnostomum
7418	ORTRIBE	Orthotrichum ibericum
7419	ORTRLAE	Orthotrichum laevigatum
7420	ORTRLIM	Orthotrichum limprichtii
7421	ORTRLYE	Orthotrichum lyelii
7422	ORTRMIC	Orthotrichum microcarpum
7423	ORTROBT	Orthotrichum obtusifolium
7424	ORTRPAL	Orthotrichum pallens
7425	ORTRPAT	Orthotrichum patens
7426	ORTRPEL	Orthotrichum pellucidum
7427	ORTRPHI	Orthotrichum philibertii
7428	ORTRPUL	Orthotrichum pulchellum
7429	ORTRPUM	Orthotrichum pumilum
7430	ORTRPYL	Orthotrichum pylaisii
7431	ORTRRIV	Orthotrichum rivulare
7432	ORTRRUP	Orthotrichum rupestre
7433	ORTRSCA	Orthotrichum scanicum
7434	ORTRSOR	Orthotrichum sordidum
7435	ORTRSPE	Orthotrichum speciosum
7436	ORTRSPR	Orthotrichum sprucei
7437	ORTRSTE	Orthotrichum stellatum
7438	ORTRSTR	Orthotrichum stramineum
7439	ORTRSTI	Orthotrichum striatum
7440	ORTRTEN	Orthotrichum tenellum
7441	ORTRURN	Orthotrichum urnigerum
7442	ORTR-SP	Orthotrichum species
7443	ORYZSAT	Oryza sativa
7444	ORYZ-SP	Oryza species
7445	OSTRCAR	Ostrya carpinifolia
7446	OSTR-SP	Ostrya species
7447	OXALACE	Oxalis acetosella
7448	OXALCOR	Oxalis corniculata
7449	OXALDEB	Oxalis debilis
7451	OXALDIL	Oxalis dillenii
7452	OXALLAT	Oxalis latifolia
7453	OXALSTR	Oxalis stricta
7456	OXAL-SP	Oxalis species
7457	OXYBNYC	Oxybaphus nyctagineus
7458	OXYB-SP	Oxybaphus species
7459	OXYMINC	Oxymitria incrassata
7460	OXYM-SP	Oxymitria species
7463	OXYSCYL	Oxystegus cylindricus
7464	OXYSHIB	Oxystegus hibernicus
7465	OXYS-SP	Oxystegus species
7475	OXYTPIL	Oxytropis pilosa
7479	OXYT-SP	Oxytropis species
7480	PACHCAR	Pachyphiale carneola
7481	PACHFAG	Pachyphiale fagicola
7482	PACHOPH	Pachyphiale ophiospora
7483	PACH-SP	Pachyphiale species
7488	PAEOOFF	Paeonia officinalis
7489	PAEOO-O	Paeonia officinalis
7490	PAEO-SP	Paeonia species
7491	PALAEUC	Palamocladium euchloron
7492	PALA-SP	Palamocladium species
7493	PALLLYE	Pallavicinia lyellii
7494	PALL-SP	Pallavicinia species
7495	PALUSQU	Paludella squarrosa
7496	PALU-SP	Paludella species
7497	PANICAP	Panicum capillare
7498	PANIDIC	Panicum dichotomiflorum
7501	PANIMIL	Panicum miliaceum
7502	PANIM-A	Panicum miliaceum ssp. agricola
7503	PANIM-M	Panicum miliaceum ssp. miliaceum
7504	PANIM-R	Panicum miliaceum ssp. ruderale
7506	PANI-SP	Panicum species
7507	PANNCON	Pannaria confusa
7508	PANNCOO	Pannaria conoplea
7509	PANNHOO	Pannaria hookeri
7510	PANNLEU	Pannaria leucophaea
7511	PANNPEZ	Pannaria pezizoides
7512	PANNPRA	Pannaria praetermissa
7513	PANNRUB	Pannaria rubiginosa
7514	PANN-SP	Pannaria species
7521	PAPAARG	Papaver argemone
7522	PAPAATL	Papaver atlanticum
7523	PAPABRA	Papaver bracteatum
7525	PAPACRO	Papaver croceum
7526	PAPADUB	Papaver dubium agg.
7527	PAPAD-A	Papaver maculosum ssp. austromoravicum
7528	PAPAD-C	Papaver confine
7529	PAPAD-D	Papaver dubium
7530	PAPAHYB	Papaver hybridum
7531	PAPARHO	Papaver rhoeas
7532	PAPASOM	Papaver somniferum
7533	PAPA-SP	Papaver species
7536	PARLREC	Paraleptodontium recurvifolium
7537	PARL-SP	Paraleptodontium species
7538	PAREENE	Paraleucobryum enerve
7539	PARELON	Paraleucobryum longifolium
7540	PARESAU	Paraleucobryum sauteri
7541	PARE-SP	Paraleucobryum species
7542	PARNORO	Paranectria oropensis
7543	PARNSUP	Paranectria superba
7544	PARN-SP	Paranectria species
7546	PARP-SP	Parapholis species
7547	PARTVIS	Parentucellia viscosa
7548	PART-SP	Parentucellia species
7549	PARIJUD	Parietaria judaica
7550	PARIOFF	Parietaria officinalis
7551	PARI-SP	Parietaria species
7552	PARSQUA	Paris quadrifolia
7553	PARS-SP	Paris species
7554	PARMACE	Parmelia acetabulum
7555	PARMBOR	Parmelia borreri
7556	PARMCAP	Parmelia caperata
7557	PARMCAR	Parmelia carporrhizans
7558	PARMCEN	Parmelia centrifuga
7559	PARMCON	Parmelia conspersa
7560	PARMDIS	Parmelia disjuncta
7561	PARMELE	Parmelia elegantula
7562	PARMEXA	Parmelia exasperata
7563	PARMEXS	Parmelia exasperatula
7564	PARMFEL	Parmelia felkaensis
7565	PARMFLA	Parmelia flaventior
7566	PARMFRA	Parmelia fraudans
7567	PARMGLA	Parmelia glabra
7568	PARMGLB	Parmelia glabratula
7569	PARMG-F	Parmelia glabratula ssp. fuliginosa
7570	PARMG-G	Parmelia glabratula ssp. glabratula
7571	PARMINC	Parmelia incurva
7572	PARMINF	Parmelia infumata
7573	PARMKOF	Parmelia koflerae
7574	PARMLAC	Parmelia laciniatula
7575	PARMLAE	Parmelia laevigata
7576	PARMLOX	Parmelia loxodes
7577	PARMMOU	Parmelia mougeotii
7578	PARMOLI	Parmelia olivacea
7579	PARMOMP	Parmelia omphalodes
7580	PARMPAN	Parmelia panniformis
7581	PARMPAS	Parmelia pastillifera
7582	PARMPIN	Parmelia pinnatifida
7583	PARMPRO	Parmelia protomatrae
7584	PARMPUL	Parmelia pulla
7585	"PARMP;D"	Parmelia pulla var. delisei
7586	"PARMP;L"	Parmelia pulla var. locarnensis
7587	"PARMP;P"	Parmelia pulla var. pokornyi
7588	"PARMP;U"	Parmelia pulla var. pulla
7589	PARMQUE	Parmelia quercina
7590	PARMREV	Parmelia revoluta
7591	PARMSAX	Parmelia saxatilis
7592	PARMSEP	Parmelia septentrionalis
7593	PARMSIN	Parmelia sinuosa
7594	PARMSOM	Parmelia somloensis
7595	PARMSOR	Parmelia sorediosa
7596	PARMSQU	Parmelia squarrosa
